,,,,
35,聖心美容クリニック 札幌院,北海道札幌市中央区北5条西2-5 JRタワーオフィスプラザさっぽろ15F,https://www.sapporoin.com/,"【美的センスと技術力を持つ医師陣】 経験豊富な医師が集い、外科・皮膚科・内科・再生医療といった多岐にわたるご提案が可能！施術ごとに無料保証を設定し、もしもの不安にも寄り添う♡
【二重埋没や切開も◎目元施術に注力】 目元の症例多数！一人ひとりのご要望としっかり向き合い、それぞれの良さを引き出して理想を叶える♪
【鼻尖形成や小鼻縮小などの鼻施術も◯】 安心感ある丁寧なカウンセリング♪希望部位を撮影＆シミュレーション画像で丁寧にすり合わせ、理想のお鼻に近づける"
36,宮の森スキンケア診療室,北海道札幌市中央区北5条西27丁目 メディック28 3F,https://www.m-skin.com/,
37,札幌中央クリニック,北海道札幌市中央区大通西2丁目5番地 都心ビル4F,https://www.beauty-care.jp/,
38,札幌ル・トロワ ビューティクリニックVogue,北海道札幌市中央区大通西1丁目13番地 ル・トロワ６Ｆ,https://slbc-vogue.jp/,
39,中央メディカルクリニック,北海道札幌市中央区大通西五丁目 大五ビル１階,https://chuo-medical.com/,
40,大通じんぼ皮膚科,北海道札幌市中央区大通西17丁目1-27 札幌メディケアセンター4階,https://www.jimbow-hifuka.com/utsukushi/,
41,グレイス皮膚科クリニック,北海道札幌市中央区大通西3丁目11 せんばビル5F,https://grace-hifuka.com/,
42,ソフィアクリニック札幌,北海道札幌市中央区南一条西5丁目-7 敷島南一条ビル9階,,
43,やんべ皮膚科クリニック,北海道札幌市中央区南１条西４丁目５番１号 大手町ビル５階,https://yambeclinic.com/,
44,ニドークリニック 札幌院,北海道札幌市中央区南1条西6 札幌北辰ビル7Ｆ,https://www.nido-sapporo.com/,
45,Ａｚクリニック 札幌院,北海道札幌市中央区南1条西7丁目1番地5 南1西7ビル2F,https://www.az-clinic.jp/,
46,蘇春堂形成外科,北海道札幌市中央区南１条西４丁目大手町ビル２階,https://www.soshundo.surgery/,
47,エンゼルクリニック,北海道札幌市中央区南2条西3丁目 江木ビル5F,https://www.angelclinic.or.jp/,
48,大塚美容形成外科 札幌院,北海道札幌市中央区南三条西3-10 三信ビル 7F,https://www.otsuka-biyo.co.jp/location/sapporo/,"【美容外科医歴20年超の医師在籍！】 ベテランドクター陣が相談〜術後のフォローまで手厚く対応してくれる♪
【大塚独自の手法♡FB埋没法に注力】 「連結法」という当院オリジナルの方法で二重を強力に固定！保証期間もあり◎
【切らずに理想の目元・小顔をサポート◎】 細やかな技術と美的センスで二重や糸リフトなど、顔のバランスに合わせた理想の仕上がりに♪"
49,札幌サウスクリニック,北海道札幌市中央区南3条西3丁目14-2 FA-S3ビル2F,https://s-s-c.on.omisenomikata.jp/,
50,アイランド札幌クリニック,北海道札幌市中央区南三条西2丁目1-1,,
51,札幌皮膚科クリニック,北海道札幌市中央区南3条西2丁目1番1 Ｈ＆Ｂプラザビル 5F,https://www.kojinkai.org/clinic/sapporo/,
52,共立美容外科 札幌院,北海道札幌市北区北7条西4-3 宮澤ビル7F,https://www.ksapporo.com/,
53,東京スカイクリニック 北海道・札幌院,北海道札幌市北区7条西4丁目1-1 東カン札幌駅前ビル401A,https://www.skyclinic.co.jp/info/sapporo.html,
54,小林皮膚科クリニック,北海道札幌市北区北7条西4丁目 宮澤鋼業ビル2F,https://www.k-skinclinic.com/,
56,札幌山の手形成クリニック 札幌院,北海道札幌市北区北九条西4-10 沢田ビル2Ｆ,,
57,SSCビューティークリニック,北海道札幌市北区北9条西3丁目 パワービル札幌駅前 3F,https://ssc-clinic.com/,"【レーザー治療を始め様々な機械あり】 シミ・アザ・ホクロ除去など、お悩みに応じて適した施術をご提案！
【札幌駅より徒歩1分】 近隣にコインパーキングあり！電車でも車でも通いやすい立地◎
【肌管理メニューが充実♡】 毛穴洗浄や脱毛、切らない小顔術のハイフも♪早く・丁寧に・綺麗に仕上げる！"
58,つきさむ皮膚科クリニック,北海道札幌市豊平区月寒中央通７丁目６－２０ ＪＡ月寒中央ビル５Ｆ,https://www.tsukisamu-d.com/,
60,森皮フ科医院,北海道札幌市西区琴似１条４丁目 笹川ビル2F,https://www.skin.or.jp/mori/,
61,琴似タワー皮膚科形成外科,北海道札幌市西区2条1丁目1番20号 琴似タワープラザ2F,https://www.tenyu-kai.jp/hospital/kotoni/,
62,田代医院,東京都世田谷区大原２丁目２６−９,,
63,円山公園皮膚科形成外科,北海道札幌市中央区大通西25丁目1-2 ハートランド円山ビル2F,https://www.maruyama-kouen.jp/,
64,やまはな皮フ科クリニック,北海道札幌市中央区南15条西14丁目1-22 マックスバリュ南15条店2階,https://www.myclinic.ne.jp/yamahana/pc/,
65,きちかわクリニック,北海道札幌市中央区南22条西11-1-48 山鼻メディカル2F,https://www.kanazawa-med.ac.jp/~prs/kitikawa.html,
66,札幌東皮膚科形成外科,北海道札幌市東区北16条東16丁目 北愛メディカルビル1F,https://www.sapporo-higashi.jp/,
67,すどうスキンクリニック,北海道函館市五稜郭町34-162F,https://www.sudo-skinclinic.jp/,
69,五稜郭大村美容形成クリニック,北海道函館市本町8-18 五稜郭本町ビル7F,https://www.5biyou.com/,
70,西武クリニック,埼玉県入間市仏子953-2,,
71,うめき皮膚科,北海道函館市石川町350-17,https://www.umeki-hifuka.jp/,
72,昭和皮膚科クリニック,北海道函館市昭和1丁目29番7号 昭和タウンプラザA館2F,https://www.kojinkai.org/clinic/syouwa/,
73,日吉皮膚科クリニック,北海道函館市日吉町1丁目1-13,https://hiyoshi-hifuka.com/,
74,岩山整形外科クリニック,北海道函館市本通１丁目２２番１３号,,
75,長橋外科皮膚科医院,北海道小樽市長橋4－4－10,,
76,駅前皮ふ科クリニック,北海道旭川市宮下通り7丁目 旭川駅前ビル4F,https://www.ekimaehifu.com/index.html,
77,あけ美肌クリニック,北海道旭川市1条通8丁目右 西武旭川店B館9階,,
78,旭川美容外科・形成外科・スキンケアクリニック,北海道旭川市4条通8丁目右1号 ツジビル7F,https://a-bk.com/,
79,阿部皮フ科クリニック,北海道旭川市永山２条４丁目,https://www.abehihuka.com/,
80,室蘭皮膚科クリニック,北海道室蘭市中島町３丁目２３－１,https://www.skin.or.jp/muroran/,
81,ひがしまち皮膚科クリニック,北海道室蘭市東町2丁目4-14,https://www.dosanko-c.com/hdc/,
82,あさの皮フ科クリニック,北海道釧路市昭和南3丁目9番5号,https://www.asanohifuka.or.jp/,
83,足立皮膚科美容外科クリニック,北海道釧路市末広町8-1,https://www.biyouhifuka-946.com/,
84,双葉形成外科医院,北海道帯広市大通南16丁目5,https://www.futabakeiseigeka.or.jp/,
85,帯広美容皮膚科クリニック,北海道帯広市西二条南11丁目16,,
86,帯広中央クリニック,北海道帯広市西4条南10丁目34,https://www.obihiro-chuoh-biyo.com/,
87,みなみ町皮フ科クリニック,北海道帯広市西18条南36丁目2-11,https://minami-derma.com/,
88,はるこま皮膚科形成外科,北海道帯広市西18条南4丁目16番3号 緑西ビル1F,https://www.harucoma-der-pla.jp/,
89,すずき皮膚科クリニック,千葉県流山市南流山3丁目11-4,,
90,あんどう皮膚科,北海道帯広市西20条南4丁目45ー15,https://www12.plala.or.jp/ANDO/,
91,グリーン皮膚科クリニック,北海道帯広市西23条南2丁目16-41,https://www.green-derma.com/,
92,北見皮膚科クリニック,北海道北見市北２条西３丁目,https://www.skin.or.jp/kitami/,
93,さこう・リハビリクリニック,北海道北見市北5条西4丁目7番地1,https://www.okhotsk-kai.com/sakou/,
94,国分皮膚科,北海道北見市栄町２丁目１－１５,https://www.bikyukai.com/home/kokubun-hifu-ka,
95,(閉院) 水の森美容外科 北海道院,北海道北見市中央三輪5丁目423番地5 北見メッセA棟2Ｆ,https://track.affiliate-b.com/visit.php?guid=ON&a=u8233K-q351128u&p=L620469c,
96,はた形成外科クリニック,北海道岩見沢市2条西6丁目3番3,https://www.hata-keiseigeka.com/,
97,たかはし皮膚科クリニック,北海道苫小牧市川沿町４丁目８番２５号,https://www.skin-clinic.jp/,
98,しのじま皮膚科クリニック,北海道滝川市緑町1丁目7-2,,
99,千歳皮膚科形成外科クリニック,北海道千歳市東郊1丁目4番18,https://www.kojinkai.org/clinic/chitose/hihuka/,
100,浅沼皮膚科医院,北海道千歳市錦町1丁目11番地1,https://www.kojinkai.org/clinic/asanuma/,
101,しのじま皮膚科,北海道滝川市本町1-6-1,https://www.shinoji.com/,
102,恵み野皮膚科クリニック,北海道恵庭市恵み野西6丁目21番1,https://www.kojinkai.org/clinic/megumino/,
103,やまと皮膚科クリニック,北海道北広島市青葉町３丁目１１－１１,https://www.yamato-hihuka.com/,
104,大曲皮フ科,北海道北広島市大曲末広1丁目2-1 セリオ1階,https://www.ne.jp/asahi/kitahiroshima/oomagarihihuka/,
105,花川皮膚科クリニック,北海道石狩市花川北３条3丁目9-2 コープさっぽろいしかり２階,https://www.hanakawa-derma.com/,
106,青森タウン形成外科クリニック,青森県青森市新町1-8-8 アセントビル3階,https://www.keisei.ne.jp/aomori.html,
107,東京青山クリニック 青森院,青森県青森市新町1-13-7 和田ビル4階,https://www.tac-aomori.com/,
108,(閉院) こがわ皮膚科,青森県青森市新町１丁目１３－７－２Ｆ,,
109,東京美容外科 青森院,青森県青森市本町1-1-35 ウィローズクラブ 1・2階,https://www.tkc-biyou.jp/aomori/,"【学会で論文発表もした豊胸の技術！】 シリコンバッグ豊胸に注力！痛みや出血など患者さんの負担に配慮した治療を追求
【独自基準をクリアした医師が執刀】 美容外科医歴10年以上／日本形成外科学会認定形成外科専門医などの基準あり
【形成外科と麻酔科のプロが在籍！】 専門分野のプロたちが、仕上がりのデザインだけでなく機能性や痛みにも配慮"
110,あおもり形成クリニック,青森県 青森市 安方 2-3-17 FKビル2F,,
111,えびすクリニック,神奈川県横浜市港北区綱島西2丁目7-2,,
112,こがクリニック,青森県青森市緑3-9-2 サンロード青森4Fクリニックセンター,https://www.sunroad.or.jp/koga-clinic/,
113,長島皮フ科クリニック,青森県青森市金沢4-16-27,https://www.nagashima-clinic.com/index.html,
114,ベルソンテすずき皮膚科,青森県青森市石江江渡73-3,https://www.belsonte.co.jp/,
115,今泉皮ふ科,青森県弘前市中野１－２－５,https://imaizumi-hihuka.jp/,
116,はらクリニック,青森県弘前市駅前3-3-7 AKIMOTOビル3F,https://www.hara-cl.com/,
117,皮フ科クリニック小原,青森県弘前市駅前町８－１ 大町タウンビル４Ｆ,https://www.d-clinic-obara.com/,
118,青山のむら皮膚科,青森県弘前市青山1丁目10－1,https://www.aoyama-nomurahifuka.jp/,
119,EST2クリニック,青森県弘前市大字福村字新館添20-5,https://www.estclinic.com/,
120,福士病院 形成外科・美容外科,青森県 弘前市 大字新里字東里見４９,,
121,たんぽぽ皮フ科クリニック,青森県 八戸市 南類家1-3-10,,
122,玉井皮膚科医院,青森県 八戸市 柏崎6-30-7,,
123,北村皮膚科,青森県八戸市根城1丁目14-11,,
124,きむら皮ふ科,青森県五所川原市中央5丁目14番地,https://www.gosho-jk-derma.jp/,
125,いたい皮ふ科,青森県五所川原市下り枝17-5,https://www.itaihifuka.com/,
126,たまちこやまクリニック,青森県五所川原市田町4-5,https://www.geocities.jp/tsushimanaika/,
127,柳谷ひ尿器科皮ふ科クリニック,青森県むつ市中央２－５－５,,
128,福井診療所,青森県南津軽郡藤崎町藤崎村元77-1,,
129,純心美容外科,岩手県盛岡市中央通3-3-2 菱和ビル6F,,
130,みか美容クリニック,岩手県盛岡市大通3-9‐3 菱和開運メディカルビル 3階,https://www.mika-cl.jp/,
131,菜園皮膚科クリニック,岩手県盛岡市菜園１丁目１２－１８,https://www.morioka-med.or.jp/hihuka/hi-onodera.htm,
132,東京ノーストクリニック 盛岡院,岩手県盛岡市盛岡駅前北通5-14 メルベイユ盛岡第６ビル４Ｆ,https://tokyonorstclinic.com/,
133,盛岡タウン形成外科クリニック,岩手県盛岡市盛岡駅前通15-5 ワールドインGENプラザ5階,https://www.keisei.ne.jp/morioka/,
134,恵皮膚科クリニック,岩手県 盛岡市 盛岡駅前通１５−１６,,
135,佐々木皮膚科,岩手県盛岡市高松2丁目3-50,https://sasakihihuka.com/,
136,さとう皮膚科クリニック,岩手県盛岡市高松3丁目11-33,https://www.sato-derma-clinic.jp/,
137,佐藤皮膚科医院,岩手県盛岡市青山3-6-3,https://satohifuka.com/,
138,玉田皮膚科・形成外科,岩手県 盛岡市 津志田南２丁目１２−１５,,
139,中村・北條クリニック,岩手県盛岡市西仙北1丁目32-15,https://www.nhclinic.com/,
140,しんたろうクリニック,岩手県盛岡市本宮１－９－１,https://shintaroclinic.sakura.ne.jp/,
141,くろだ皮膚科クリニック,岩手県盛岡市神明町10-38,https://www.kurodahifuka.com/,
142,星が丘瀬川皮膚科クリニック,岩手県花巻市星が丘１丁目8-14,https://www.ictnet.ne.jp/~derjura-sega721/,
143,小瀬川皮膚科医院,岩手県花巻市大通り１丁目16-28,https://www.kosegawa.info/,
144,まゆみ皮フ科クリニック,岩手県北上市柳原町4丁目 15-26,https://www.mayumihihuka.or.jp/,
145,すがわら皮膚科クリニック,岩手県一関市山目字中野62-1,https://sugawara-hifuka.com/,
146,桜井医院,岩手県奥州市水沢区吉小路３番地,https://www.sakurai-clinic.or.jp/,
147,水沢形成外科医院,岩手県奥州市水沢区佐倉河字慶徳４１－１,https://mizusawa-plastic.com/,
148,E・肌クリニック不来方（こずかた）,岩手県紫波郡矢巾町南矢幅第8地割244,https://www.nnet.ne.jp/~siwaisi/txt2/0230.htm,
149,八丁目皮フ科クリニック,宮城県仙台市青葉区錦町２丁目１－４８,https://st.cat-v.ne.jp/hatchome/,
150,よだ形成外科クリニック,宮城県仙台市青葉区花京院1-1-6 Ｅｖｅｒ-ｉ 仙台駅前２Ｆ,https://www.yoda-clinic.jp/,
151,ソララクリニック 仙台院,宮城県仙台市青葉区花京院1-2-15 ソララプラザ2F,https://www.drsato02.com/,
152,仙台タウン形成外科クリニック,宮城県仙台市青葉区中央1-3-1 AER16F,https://www.keisei.ne.jp/sendai.html,
153,仙台中央クリニック,宮城県仙台市青葉区中央3-6-8 JTB仙台ビル7F,https://www.kirei-kirei-sendai.jp/,
154,品川美容外科 仙台院,宮城県仙台市青葉区中央2-11-19 仙南ビル7Ｆ,https://www.shinagawa.com/clinic_sendai/,
155,セントローズクリニック仙台,宮城県仙台市青葉区中央2-4-5 アルボーレ仙台 6F,https://st-rose.to/,
156,マドレクリニック,宮城県仙台市青葉区中央3-1-22 エキニア青葉通り３階,https://www.madreclinic-beauty.jp/,
157,ひふクリニック 仙台駅前,宮城県仙台市青葉区中央1丁目10-1,,
158,上野クリニック 仙台院,宮城県仙台市青葉区中央1-6-27 仙信ビル7F,https://ueno.co.jp/phimotic/map/sendai.html,
159,(閉院) ニドークリニック 仙台院,宮城県仙台市青葉区中央3-1-14 中央古久根ビル6Ｆ,,
160,AGAスキンクリニック 仙台院,宮城県仙台市青葉区中央2-1-5 青葉21 ビル5F,https://www.agaskin.net/sd/,
161,明神クリニック,宮城県仙台市青葉区中央2-6-36 中央レントビル6Ｆ,https://www.sendai-mc.com/,
162,恵比寿ガーデンクリニック 仙台院,宮城県仙台市青葉区中央1-7-18 日吉第一ビル6F,,
163,谷田皮膚科医院,宮城県仙台市青葉区国分町3-4-12,https://www.tanita.dr-clinic.jp/,
164,市川内科電力ビルクリニック,宮城県仙台市青葉区一番町３丁目７番１号 電力ビル2F,https://www.ichikawanaika.dr-clinic.jp/,
165,ロクゴウ皮膚科クリニック,宮城県仙台市青葉区一番町４丁目８－２９,https://nttbj.itp.ne.jp/0222157789/index.html,
166,せんだい皮膚科医院,宮城県仙台市青葉区一番町3丁目5-16 アクアビル4F,https://www.sendaihifuka.com/,
167,青葉通クリニック,宮城県仙台市青葉区一番町3-2-8 静芳ビル3階,https://www.cosme-d.co.jp/aoba.html,
168,晩翠通クリニック,宮城県仙台市青葉区立町1-23,https://www.ne.jp/asahi/bansui/clinic/,
169,八幡皮膚科クリニック,宮城県 仙台市青葉区 八幡１丁目３−１１,,
170,こまつ皮膚科クリニック 北仙台,宮城県仙台市青葉区昭和町3-24 小松脳神経外科2F,https://www.komatsu-hifuka.com/,
171,水の森ひふ科,宮城県仙台市青葉区水の森3-41-15 フローラル共済ビル2階,https://www.mizud.jp/,
172,おくぐち皮ふ科クリニック,宮城県仙台市太白区袋原字小原４２－３－２,https://okuguchi.byoinnavi.jp/pc/index.html,
173,佐藤昭彦皮膚科医院,宮城県仙台市泉区八乙女2丁目8-8,,
174,泉レディースクリニック,宮城県仙台市泉区泉中央3-29-7,https://www.izumiladies.jp/,
175,北中山皮膚科医院,宮城県仙台市泉区北中山二丁目32番5号,https://www.genki-doctor.info/untitled-cgu2,
176,田中みさこ皮フ科クリニック,宮城県仙台市太白区長町7丁目20番5号 ４階メディパーク長町内,https://tanakamisakohifuka.com/,
177,石橋皮膚科クリニック,宮城県仙台市太白区長町1丁目12-16,https://skindoct.byoinnavi.jp/pc/,
178,皮膚科コスモスクリニック,宮城県仙台市太白区富沢4丁目6-1 SK20ビル203,https://cosmos2010.byoinnavi.jp/pc/,
179,徳永クリニック,宮城県仙台市宮城野区新田東2丁目14-3,https://tokunaga-clinic.jp/,
180,志賀整形形成外科,宮城県仙台市宮城野区小田原1-5-13,https://www.shiga-sk.com/,
181,落合ゆり子皮ふ科クリニック,宮城県 仙台市宮城野区 小田原金剛院丁５−５−３Ｆ,,
182,小山皮フ科クリニック,宮城県仙台市宮城野区岩切1丁目26-20,,
183,熊坂皮フ科クリニック,宮城県仙台市宮城野区鶴ケ谷5丁目15-2,,
184,とざわクリニック,宮城県仙台市宮城野区東仙台4-7-1 フォレオせんだい 宮の杜,https://www.tozawaclinic.com/,
185,丹野皮膚科内科小児科,宮城県仙台市宮城野区原町２丁目１－６９,https://www7b.biglobe.ne.jp/tannoclinic/index.html,
186,共立美容外科 仙台院,宮城県仙台市宮城野区榴岡2-1-20 HPビル4F,https://www.s-kyoritsu.com/,"【経験豊富な院長が丁寧にカウンセリング】 特別な場合を除きカウンセリング・治療・経過・アフターフォローまで、美容外科歴20年以上の経験豊富な院長が責任をもって担当◎不要なアップセルはせず、一人ひとりに適した施術を提供！
【二重術は痛み軽減と目立ちにくさを追求】 痛みや腫れに配慮した共立式P-PL挙筋法！柔らかい挙筋に糸を通して腫れを抑え、結び目をまぶたの中に隠すことができるため目立ちにくい◎1年保証付き！
【技術力で選ぶ！院長による豊胸術】 豊胸術は経験豊富な当院の院長が一貫対応！FDA認可の豊胸バックもご用意あり◎脂肪注入豊胸術は脂肪の採取法、注入に効率的な手法を導入し、定着率を追求"
187,湘南美容クリニック 仙台院,宮城県仙台市青葉区中央1-2-3 仙台マークワン 17階,https://www.s-b-c.net/clinic/branch/sendai/,
188,東京ノーストクリニック 仙台院,宮城県仙台市宮城野区榴岡2-1-10 猪飼ビル5Ｆ,https://tokyonorstclinic.com/,
189,仙台桂仁会クリニック,宮城県仙台市宮城野区榴岡2-2-23 熊林ビル2F,https://keijinkai.jp/,
190,クリスタルメンズクリニック 仙台院,宮城県仙台市宮城野区榴岡1-6-36 ファインホームビル3F,https://www.mencli.com/,
191,西澤形成クリニック,宮城県仙台市宮城野区榴岡4-5-2 大野第2ビル4F,https://www.nishizawa-keisei.jp/,
192,五十嵐皮膚科医院,埼玉県さいたま市浦和区北浦和3丁目2-5,,
193,若林ヒフ科クリニック,宮城県仙台市若林区中倉１丁目３－１４,https://wakabayashi-h.com/,
194,伊東クリニック,宮城県仙台市若林区一本杉町18-10,https://www.ito-clinic.com/,
195,やん整形外科クリニック,宮城県仙台市青葉区落合6丁目12-1,https://www.yang-seikei.com/,
196,あやし皮膚科クリニック,宮城県仙台市青葉区落合6丁目-1-5-1,https://ayashi-dc.jp/,
197,よしむら皮フ科クリニック,宮城県仙台市青葉区国見ヶ丘1-3-7,https://www.yoshimura-hifuka.com/,
198,なかの皮膚科・形成外科,宮城県仙台市青葉区南吉成3丁目1-23 南吉成タウンプラザ メディカルスクエア内,https://www.nakano-clinic.com/main.html,
199,山内皮膚科医院,宮城県石巻市中央3丁目5-24,,
200,亀田内科皮膚科クリニック,宮城県石巻市大街道南5-4-31,https://www.myclinic.ne.jp/kameda/pc/,
201,おばた皮膚科クリニック,宮城県塩竈市北浜１丁目２－２０,https://www.obatahifuka.com/,
202,せきのした総合クリニック,宮城県名取市杜せきのした1丁目8番地の23,https://www.sekinosita-cli.jp/,
203,角田ふれあいクリニック,宮城県角田市角田字豊町1-3,https://www.fureai-cl.jp/,
204,佐藤まさひでクリニック 大崎院,宮城県大崎市古川幸町1-7-20,https://dr-sato.or.jp/,
205,遠藤皮膚科医院,宮城県大崎市古川南町3丁目6-38,https://endo-hifuka.byoinnavi.jp/pc/,
206,渋谷皮膚科泌尿器科医院,宮城県大崎市古川東町1-28,https://shibuya.byoinnavi.jp/pc/,
207,渡辺整形外科・皮膚科・形成外科,東京都豊島区西池袋5-5-21 ザ・タワー・グランディア2Ｆ,,
208,コミュニティクリニック上桜木,宮城県富谷市上桜木2-3-4,https://www.cc-kamisakuragi.jp/,
209,袖井クリニック,宮城県遠田郡美里町北浦姥ケ沢72-3,,
210,コーラルビューティークリニック秋田 秋田院,秋田県秋田市中通2-2-7 トラストワンビル21 5F,https://www.coral-beauty.jp/clinic/akita,
211,東京青山クリニック 秋田院,秋田県秋田市中通4-6-6 第二丸島ビル2階,https://www.tac-akita.com/,
212,美子スキンクリニック,秋田県秋田市中通１丁目３－５ 秋田キャッスルホテル２Ｆ,https://clinic.adeb.com/,
213,岡田医院,秋田県秋田市中通４丁目1-41,https://www.okadahifuka.jp/,
214,仲小路皮ふ科医院,秋田県 秋田市 中通１丁目３−４３,,
215,クリニカ・オルト,秋田県秋田市中通1丁目3-5 秋田キャッスルッホテル２階,https://ortho.mods.jp/,
216,早川眼科伊奈皮ふ科医院,秋田県 秋田市 南通亀の町４−３６,,
217,多田皮膚科,秋田県 秋田市 広面字鍋沼59-11,,
218,秋田泌尿器科クリニック,秋田県秋田市広面字谷地沖6-1,https://www.akita-hinyoukika.jp/,
219,外旭川サテライトクリニック,秋田県秋田市外旭川字中谷地46,https://www.jkk-sotohp.or.jp/sosac/,
220,あきたすてらクリニック,秋田県秋田市手形字西谷地1-2 ラ・ボア・ラクテ1F,https://www.akita-stella.jp/,
221,お肌のクリニック,秋田県秋田市手形住吉町1-3 三愛会ビル2F,https://www.ohada-cl.jp/,
222,東京美容外科 秋田院,秋田県秋田市千秋久保田町3-15 三宅ビル 4F,https://www.tkc-biyou.jp/akita/,"【学会で論文発表もした豊胸の技術！】 シリコンバッグ豊胸に注力！痛みや出血など患者さんの負担に配慮した治療を追求
【独自基準をクリアした医師が執刀】 美容外科医歴10年以上／日本形成外科学会認定形成外科専門医などの基準あり
【形成外科と麻酔科のプロが在籍！】 専門分野のプロたちが、仕上がりのデザインだけでなく機能性や痛みにも配慮"
223,石田皮ふ科医院,秋田県 秋田市 千秋明徳町１−３４,,
224,泉皮膚科クリニック,秋田県秋田市泉北2丁目10-7,,
225,元町形成外科,秋田県秋田市御所野元町5丁目12-1,https://www.motomachi.tv/,
226,御所野ひかりクリニック,秋田県秋田市仁井田字横山２６０－１,https://kyojinkai.com/,
227,吉成皮膚科クリニック,秋田県秋田市将軍野桂町33-18,https://www.yoshinari-hifuka.jp/,
